818 2566
38 710 72
122 152 347
787 528 672
540 164 428
365 353 474
99 134 323
524 161 839
129 187 989
339 729 992
634 478 377
270 247 529
563 12 756
18 676 270
267 595 148
795 116 5
555 217 10
28 62 276
363 99 855
70 682 358
795 297 378
220 201 632
324 192 960
698 598 613
317 626 595
168 509 273
651 87 928
536 363 968
536 146 296
809 199 781
568 583 322
747 558 282
258 286 949
751 465 539
739 501 668
699 491 820
810 556 418
153 29 756
133 550 752
804 405 270
481 459 126
436 327 192
727 378 678
324 293 181
808 243 380
570 487 277
210 350 723
380 410 548
318 620 725
798 211 811
507 745 393
689 333 573
282 14 412
382 178 749
20 18 898
706 6 699
725 131 127
583 733 655
781 787 897
750 315 301
65 108 247
146 812 238
321 240 606
302 572 712
782 224 374
294 251 73
562 339 834
489 582 116
356 64 873
612 692 951
472 291 848
667 60 20
195 263 748
309 367 256
115 803 859
441 371 638
231 518 167
322 340 505
558 759 911
230 14 833
575 589 953
755 547 402
337 531 198
623 182 674
503 383 998
494 750 245
401 579 671
457 170 371
294 499 371
343 709 245
571 358 110
525 563 820
790 251 44
1 116 49
695 547 75
478 177 863
693 38 94
125 96 335
692 493 69
514 452 274
44 259 691
711 149 252
155 692 402
538 79 685
142 154 932
640 599 671
162 442 686
207 220 403
683 684 96
713 97 448
452 307 57
696 768 634
650 546 705
477 311 951
616 471 465
641 612 555
161 301 278
669 766 296
53 9 354
427 438 379
769 326 225
89 317 890
303 688 952
708 311 376
2 495 397
426 790 891
227 253 773
466 420 60
417 16 934
268 102 234
805 385 116
136 319 97
342 386 545
510 482 251
173 453 768
41 12 889
557 544 132
342 488 9
110 579 191
648 12 77
604 34 978
188 205 869
714 3 685
201 645 552
288 298 747
663 475 722
95 570 144
443 169 616
357 691 13
560 203 302
348 501 882
382 528 512
690 560 981
528 1 955
440 300 397
809 713 306
772 747 124
421 167 693
454 604 59
676 818 816
550 213 607
472 179 164
187 42 262
506 729 972
703 517 947
91 474 807
523 6 359
245 231 1
335 810 636
48 661 44
217 818 58
656 289 576
468 747 595
582 592 101
754 110 74
807 45 246
498 594 170
67 505 243
118 384 624
380 692 596
421 647 583
758 786 794
375 697 823
386 54 716
421 120 142
17 479 269
426 550 480
805 504 238
396 457 928
655 777 800
510 573 809
632 349 304
243 546 564
219 292 460
330 211 5
100 395 771
680 323 779
317 754 507
784 379 682
462 25 933
38 217 340
650 290 30
552 357 579
771 448 922
701 762 470
3 728 369
72 396 60
31 200 578
51 325 715
39 82 682
4 47 282
570 574 900
483 776 567
585 192 921
151 566 80
565 276 130
699 633 963
74 163 98
303 88 209
329 494 120
66 332 570
362 97 54
127 308 659
198 439 840
457 8 130
515 220 347
279 84 109
489 631 576
785 275 803
206 147 546
556 695 586
296 422 283
395 429 768
241 126 750
662 788 444
572 29 959
82 515 410
70 220 775
70 73 295
34 796 651
469 113 317
569 62 739
531 196 786
37 461 715
422 565 633
368 519 667
500 34 143
760 763 746
194 681 110
71 769 695
678 566 474
430 381 26
482 35 613
294 705 749
213 318 406
490 22 336
236 145 945
37 716 880
756 781 36
145 576 825
767 563 63
469 797 436
621 617 605
437 782 126
651 767 210
635 355 327
187 188 625
380 692 43
553 306 280
259 232 279
101 540 510
4 53 217
258 304 506
532 230 820
72 763 277
725 470 678
75 643 151
17 692 736
725 707 161
417 699 822
329 175 718
15 464 375
188 361 602
423 578 374
51 699 934
457 491 19
349 702 98
83 501 482
373 6 869
744 57 180
318 40 810
75 718 985
602 383 351
192 751 312
726 153 807
540 617 286
602 116 249
262 787 606
772 575 750
184 551 548
375 500 879
609 340 543
525 3 515
327 574 229
255 261 368
714 341 847
816 140 612
153 221 756
188 789 248
701 362 216
773 243 73
124 198 625
275 501 732
434 405 12
385 794 580
465 678 901
280 599 264
82 62 325
308 725 289
513 121 276
398 530 685
804 210 466
175 122 923
817 723 571
509 88 604
335 309 700
272 621 4
3 238 202
84 8 466
411 454 937
476 190 50
131 789 434
92 499 136
225 332 81
205 600 456
67 104 633
669 471 529
247 120 41
134 36 214
259 318 535
678 382 61
90 330 913
457 760 482
693 142 709
142 691 338
246 482 807
487 50 209
186 184 499
530 193 820
746 110 975
731 324 70
591 89 619
451 736 462
285 542 165
746 566 649
809 477 457
231 630 657
586 375 242
527 76 447
691 526 766
83 590 761
722 583 461
754 483 536
366 497 96
186 76 798
587 246 306
451 331 586
294 760 896
587 308 949
130 658 11
695 273 226
772 90 637
605 20 239
597 522 154
706 16 528
732 403 727
40 57 454
432 174 400
584 630 54
135 206 531
42 14 974
361 452 779
566 524 340
591 408 458
255 277 242
68 273 512
234 502 388
532 390 4
62 322 563
254 105 361
568 238 251
344 287 717
786 724 569
614 235 827
144 650 147
95 354 495
133 653 381
807 638 161
397 91 376
621 770 56
553 305 986
742 574 106
75 62 70
605 169 918
671 534 195
108 323 254
81 213 343
372 144 566
800 561 730
317 458 388
254 30 5
139 379 942
215 206 100
445 403 614
356 476 874
782 341 454
302 143 857
298 811 336
62 665 48
480 9 318
158 320 674
240 288 765
492 277 174
574 669 435
600 215 491
450 301 928
772 504 433
771 309 21
366 400 497
184 666 471
357 488 767
169 91 424
395 214 780
617 482 247
166 106 209
770 773 846
477 320 632
490 473 163
235 587 618
118 587 841
700 111 386
685 492 604
347 126 787
556 419 792
349 780 351
268 751 134
374 359 935
1 574 239
300 341 479
103 723 257
396 490 802
709 215 172
492 240 659
243 14 445
262 224 50
786 482 238
664 677 44
666 631 975
642 256 776
638 351 677
470 428 431
99 744 219
569 213 947
684 704 614
151 394 365
460 538 649
546 704 666
380 623 76
177 792 62
584 468 767
328 160 988
600 231 396
173 746 597
561 654 129
479 532 940
392 155 939
637 523 330
334 185 762
561 639 460
650 592 601
784 89 38
253 407 999
108 262 414
112 344 947
437 642 783
762 380 180
471 353 623
659 78 747
210 537 806
766 808 774
464 733 577
5 135 156
320 523 628
776 287 822
598 624 950
798 694 691
667 799 769
320 516 576
445 674 668
13 338 235
321 3 942
444 795 919
670 264 432
257 27 419
776 780 72
314 215 496
292 74 231
77 561 266
326 755 246
586 506 794
660 776 980
485 87 826
442 472 814
397 416 454
473 699 629
711 764 359
147 104 811
237 371 226
596 676 20
254 789 991
43 242 756
214 250 58
640 506 480
659 566 958
470 393 189
581 265 505
313 412 780
46 188 554
490 579 145
633 386 921
535 129 79
325 358 310
58 366 274
443 288 356
313 737 2
562 434 437
334 40 769
636 355 739
694 156 238
477 769 968
143 86 79
61 289 970
172 403 464
763 216 1
264 19 829
421 55 117
529 15 32
227 43 68
235 2 643
144 694 696
467 361 374
288 144 570
59 611 800
522 162 947
333 336 985
451 253 548
686 653 215
658 2 220
242 299 920
772 319 292
804 70 163
21 734 409
378 496 620
620 162 154
443 625 905
63 468 277
245 604 249
741 47 346
548 31 157
59 430 227
608 277 736
554 11 534
617 417 553
6 396 730
771 390 624
688 554 378
432 810 54
211 761 839
451 731 974
54 249 876
10 648 8
476 320 808
679 150 821
556 728 238
580 811 844
710 153 107
209 109 514
51 502 696
415 592 375
447 467 669
180 513 322
410 304 232
278 123 925
764 150 59
514 546 588
743 367 783
370 264 416
383 23 27
575 344 641
93 235 426
56 216 214
715 328 790
97 52 924
494 9 319
692 775 398
405 190 987
579 164 718
730 416 154
359 575 154
692 76 21
657 81 712
288 219 938
319 224 146
561 604 324
650 710 982
246 249 199
559 688 837
480 509 732
480 556 568
220 755 428
813 498 357
107 726 505
2 660 9
222 619 436
319 286 758
182 750 626
186 128 1
44 441 726
709 501 342
293 19 560
245 32 7
560 142 346
205 142 950
486 670 439
421 711 735
433 349 130
815 73 53
428 589 869
123 88 915
139 238 45
733 364 983
757 570 821
112 288 24
448 510 187
371 739 18
739 275 515
337 116 151
585 615 387
556 335 94
546 233 439
654 576 905
781 711 978
470 587 73
636 639 430
547 492 101
173 546 897
723 261 609
460 552 774
347 416 971
516 111 855
304 284 408
213 36 350
208 431 444
196 544 402
318 752 526
507 505 370
156 681 231
69 100 988
535 432 55
267 139 199
46 372 142
39 187 581
106 141 809
116 235 69
240 97 486
441 105 988
203 160 827
515 675 512
265 397 738
516 756 155
372 468 116
362 256 475
292 30 300
782 313 681
491 117 842
8 399 117
560 307 371
762 209 801
791 7 967
448 117 874
486 775 561
578 142 401
425 294 839
769 148 52
118 219 136
316 464 605
152 134 398
289 435 942
704 403 891
302 225 147
484 773 504
447 689 788
638 434 442
483 159 964
318 780 165
518 435 182
209 96 39
148 534 18
68 115 663
371 120 336
698 812 859
519 759 693
482 329 199
743 285 66
86 701 509
106 306 211
363 28 579
576 811 166
676 422 747
155 46 286
619 747 88
349 240 923
645 703 481
313 297 427
595 17 337
411 554 183
378 181 424
250 746 259
463 411 326
41 437 229
212 752 911
40 514 830
623 70 292
104 217 913
122 391 670
426 335 685
805 29 23
733 118 355
728 137 385
581 641 313
732 418 652
573 591 280
60 271 828
212 171 731
34 776 905
535 33 273
290 673 17
23 376 706
579 675 369
324 274 345
103 481 995
719 203 34
763 102 968
372 399 744
760 566 734
596 171 158
316 644 505
268 373 823
15 586 7
266 617 414
772 754 406
675 153 973
235 719 530
138 394 13
462 352 616
24 424 551
249 654 147
489 585 887
55 302 615
600 647 250
256 582 647
667 136 24
570 483 311
255 728 406
118 566 267
698 427 274
618 392 403
756 679 199
224 426 380
425 616 778
147 365 565
739 145 490
233 657 27
465 83 482
812 513 47
440 288 719
638 434 893
279 489 947
63 196 398
576 244 887
206 71 928
415 712 334
399 546 757
551 523 749
459 782 784
556 395 239
767 292 206
583 711 301
476 383 497
31 465 365
29 49 985
28 605 610
462 417 615
212 362 724
728 434 457
385 236 917
654 788 724
230 490 795
10 71 723
257 87 929
567 9 220
22 525 523
500 108 995
320 308 393
713 381 621
748 631 861
604 614 935
476 157 12
550 803 928
245 289 984
332 766 437
36 323 79
616 752 152
724 292 705
717 775 596
222 729 699
700 405 16
563 784 504
151 657 213
138 639 507
410 476 190
277 66 904
549 774 945
427 112 133
704 420 751
610 562 187
375 397 499
711 589 307
164 244 438
157 703 352
246 634 310
623 599 800
155 497 424
333 545 51
325 644 555
307 641 757
247 607 80
665 547 541
708 175 396
24 172 650
264 234 378
706 285 372
765 126 402
400 185 885
468 381 859
67 515 764
618 381 878
203 111 149
796 487 36
79 239 954
712 747 39
324 698 815
560 388 533
595 734 513
461 541 172
719 146 882
402 48 86
135 740 847
348 480 366
622 234 571
512 312 668
119 282 313
583 268 91
741 20 581
374 561 420
706 42 726
144 532 152
439 619 435
178 147 675
281 495 230
773 172 24
617 133 594
389 591 27
473 337 235
69 508 669
447 308 202
31 423 645
44 263 89
118 51 392
733 723 933
340 675 453
764 299 366
603 647 562
754 799 557
607 172 93
198 429 159
668 43 945
720 158 249
600 210 233
451 416 224
191 147 194
262 553 42
488 485 66
491 8 509
622 316 879
95 312 44
521 395 825
61 41 640
88 424 801
497 373 441
526 785 136
798 544 555
93 278 635
716 525 180
439 583 448
448 740 540
357 158 148
686 688 781
310 272 54
23 337 48
450 601 564
599 185 554
403 488 36
217 401 848
226 32 956
124 135 981
60 721 714
139 22 793
42 10 679
590 412 55
211 22 555
561 336 126
606 489 3
787 596 248
209 269 99
679 174 406
145 766 790
20 425 515
162 277 956
341 373 844
767 743 901
778 659 911
502 626 646
437 454 72
397 159 649
655 474 691
716 194 463
31 447 128
281 566 884
181 362 603
42 153 747
795 812 952
647 584 7
336 400 231
10 64 968
8 238 553
307 75 802
267 480 831
663 305 10
334 113 561
793 61 300
1 724 428
631 770 487
116 401 579
423 27 779
458 308 980
75 817 324
251 102 533
147 4 380
478 377 383
702 558 204
195 802 302
377 616 515
609 453 309
326 669 511
412 574 285
657 457 359
433 4 58
427 513 983
559 417 863
583 247 591
809 723 655
481 566 767
691 50 318
152 480 903
247 632 623
787 729 133
477 95 431
67 633 40
276 339 994
366 707 53
612 296 385
440 690 956
394 682 768
395 366 920
105 547 650
411 380 455
744 264 22
253 551 33
215 211 803
368 344 412
742 692 630
99 420 902
633 314 822
463 195 960
243 375 265
635 184 141
113 321 717
676 17 998
428 167 266
45 142 951
529 128 214
256 136 997
789 317 294
262 40 824
348 367 423
614 114 268
555 406 172
351 250 577
262 290 379
348 620 702
613 537 947
569 659 944
72 290 476
32 357 633
126 536 960
288 207 401
401 63 748
615 170 686
590 525 353
805 699 809
633 681 755
797 546 412
412 474 589
133 620 619
298 580 437
333 713 430
370 716 163
37 366 999
781 467 928
803 636 85
739 537 562
123 61 709
634 660 757
282 306 641
127 323 156
381 181 412
196 355 76
165 397 909
111 90 693
585 235 654
653 486 809
126 495 505
787 149 780
583 530 779
310 766 943
627 209 206
421 687 2
361 446 640
706 178 769
547 580 912
221 91 104
592 463 351
463 691 994
660 682 131
670 521 629
271 10 808
368 728 344
305 327 69
391 432 441
416 438 702
424 802 474
127 390 496
747 592 390
39 173 938
614 794 30
307 603 736
460 353 802
778 365 966
181 103 192
729 622 392
714 561 339
206 38 387
663 352 67
123 719 905
740 591 937
792 175 790
309 201 962
345 76 78
625 593 356
135 457 347
424 106 482
188 368 329
703 41 72
119 431 170
805 344 91
571 477 639
53 247 270
196 48 409
715 808 363
37 454 916
280 770 787
554 83 580
617 37 505
584 39 330
245 435 768
676 290 545
156 789 226
95 748 307
362 25 203
489 270 437
656 36 175
201 258 219
107 219 422
752 388 9
52 341 167
547 798 253
496 232 37
327 470 114
593 522 461
695 574 560
817 796 398
130 47 383
460 168 987
50 783 551
258 375 950
349 417 840
238 30 753
767 91 428
274 10 892
698 676 266
776 201 168
128 683 819
480 85 266
99 565 824
635 5 686
681 265 554
97 118 420
410 241 823
460 637 149
101 710 458
96 212 147
457 747 883
409 37 638
73 228 228
542 340 882
749 11 125
568 746 917
657 813 361
368 146 744
282 244 542
474 387 441
360 152 510
510 684 493
518 262 773
227 233 322
624 631 744
622 307 142
304 25 232
759 726 961
515 617 186
387 769 637
56 160 104
432 171 590
542 260 380
634 470 645
782 383 253
644 250 885
782 394 570
128 531 526
801 744 251
189 483 154
131 101 524
302 351 477
600 229 345
358 12 118
203 747 176
777 421 728
515 430 749
258 729 92
509 399 400
101 142 286
525 732 895
626 104 119
302 634 71
752 107 885
761 221 67
578 287 837
560 317 328
763 95 216
131 678 732
279 783 537
310 231 145
570 544 903
737 816 541
704 723 630
202 74 632
521 660 642
101 613 291
792 344 887
759 797 256
326 257 892
65 133 57
645 439 820
635 376 681
511 716 463
123 791 593
768 507 36
730 751 128
58 59 231
648 430 607
27 728 880
561 733 512
7 34 312
615 10 11
780 691 649
660 425 499
436 648 496
360 711 927
561 375 375
188 545 175
318 564 67
666 325 982
756 8 489
299 361 524
315 233 549
87 337 937
301 359 446
156 77 791
110 113 302
533 541 362
138 8 60
509 37 241
578 458 165
415 213 427
98 604 523
446 31 65
49 193 316
708 567 638
22 668 788
495 619 533
373 627 115
181 161 739
699 585 6
115 234 486
264 276 832
184 137 786
273 474 974
546 338 222
344 161 796
572 540 828
331 74 336
528 771 990
392 263 533
127 171 364
246 581 874
609 185 186
497 32 915
322 553 186
436 763 948
562 767 760
142 38 72
304 681 808
758 612 513
140 3 751
340 368 962
766 665 450
253 415 948
351 382 728
649 94 617
165 810 360
507 421 768
159 452 896
130 481 208
694 616 667
277 299 355
807 46 55
705 709 305
346 448 47
784 343 950
235 243 879
613 41 397
572 811 370
385 622 789
729 355 404
506 330 719
521 357 16
794 211 887
190 248 57
397 781 250
743 376 806
559 260 880
199 818 283
149 711 549
554 420 451
475 144 914
258 185 107
258 451 856
144 631 101
309 299 754
371 465 799
569 664 349
491 472 853
121 562 682
163 179 656
215 212 771
801 247 210
634 9 910
687 683 573
484 746 476
523 337 897
351 7 897
538 654 787
700 32 326
4 191 340
7 62 888
23 636 449
593 532 21
625 806 398
219 653 333
414 319 585
255 610 784
663 402 81
140 607 772
253 288 581
339 421 915
53 174 641
442 616 179
360 114 276
801 110 200
372 19 853
725 73 457
81 427 879
12 263 255
181 434 1000
174 443 459
47 93 529
156 9 185
572 79 782
717 445 443
326 664 489
329 214 413
500 471 723
666 253 814
173 269 506
751 485 712
246 449 735
550 562 555
690 342 196
138 322 69
8 439 334
265 378 268
622 157 5
206 524 95
346 779 691
597 620 324
8 117 760
154 415 192
233 649 295
787 793 636
532 413 26
666 186 194
159 809 238
15 788 715
431 52 803
544 318 81
152 240 874
195 444 67
646 440 714
258 207 642
546 309 938
702 361 150
89 389 870
30 377 494
25 384 185
181 735 5
529 90 352
289 301 306
504 151 248
161 160 470
398 434 229
567 514 584
43 722 166
180 696 184
751 274 136
463 307 426
562 380 851
411 154 383
562 661 15
122 671 855
474 725 564
585 737 421
81 730 334
599 645 912
597 110 827
531 5 105
512 778 896
581 682 399
474 668 999
349 624 950
38 594 597
690 778 666
475 476 468
195 612 579
698 36 591
737 139 730
158 709 92
681 65 560
711 82 673
257 795 521
124 585 121
521 482 196
136 513 265
97 674 779
498 721 159
768 301 306
793 143 678
347 126 516
318 381 103
187 585 808
466 84 704
439 8 101
392 384 855
275 423 298
619 752 696
625 504 581
727 123 893
100 266 304
692 81 527
550 780 604
249 788 54
671 560 101
716 178 66
401 205 360
590 542 623
260 479 904
58 793 299
506 473 498
655 82 510
774 87 403
566 270 53
702 619 405
22 733 333
672 524 141
432 356 8
364 434 533
688 630 912
176 381 294
327 63 219
520 124 483
704 301 312
312 117 989
264 247 553
459 518 124
209 767 250
777 727 996
116 230 132
402 540 994
30 569 899
336 635 693
322 226 752
769 571 819
773 196 953
344 104 537
772 175 143
526 68 457
356 62 33
522 659 587
515 560 335
471 195 427
374 408 288
102 500 860
1 33 214
194 626 800
552 728 624
386 59 990
461 415 633
26 403 873
619 270 637
97 359 201
75 630 916
110 332 732
534 36 228
674 226 39
310 705 150
101 116 968
645 433 836
791 766 180
656 60 23
12 338 646
265 425 9
817 41 342
196 230 719
206 638 334
734 555 130
228 571 576
739 70 901
19 726 510
386 407 943
105 266 773
329 134 849
425 726 600
324 366 472
44 498 15
368 811 821
215 307 744
809 247 82
498 23 928
678 666 900
607 165 973
500 174 233
810 440 328
469 25 329
416 329 769
207 356 852
265 115 6
741 581 437
415 183 567
295 371 969
561 724 994
233 61 196
39 696 526
626 66 381
567 484 373
408 717 775
169 233 930
194 131 636
166 395 983
202 405 110
205 593 613
749 344 267
643 41 50
410 812 992
670 688 836
678 261 863
249 33 796
803 316 598
328 718 889
677 61 283
514 393 491
453 166 857
496 409 929
310 747 771
523 338 908
450 102 915
273 517 992
346 58 153
520 604 443
810 592 652
745 13 4
661 43 576
722 733 864
247 624 642
508 799 903
685 516 18
818 716 558
747 212 186
313 218 469
24 635 545
593 542 77
801 768 719
600 485 631
655 378 511
639 482 494
718 79 291
676 641 974
472 519 586
418 804 723
366 271 97
500 387 834
597 508 609
532 297 556
496 711 745
272 239 74
170 787 165
109 646 229
353 220 369
299 808 561
614 431 590
562 117 814
679 591 692
176 145 52
125 313 540
745 357 862
12 746 658
206 262 317
248 213 974
652 36 232
449 745 151
261 286 902
415 187 72
340 246 717
577 146 512
567 411 390
432 37 311
167 799 803
227 392 673
153 521 28
140 489 974
398 101 958
57 172 795
743 555 359
521 763 814
555 672 376
603 518 491
471 121 751
417 130 482
433 111 462
588 384 445
389 371 890
622 674 888
457 341 464
646 85 973
39 608 693
206 203 41
491 734 50
176 289 725
550 321 608
646 493 615
388 796 88
225 158 460
348 372 286
733 418 319
196 73 854
815 561 348
689 100 458
340 158 27
606 271 827
133 796 816
83 14 992
477 18 599
141 601 723
342 111 129
335 316 24
748 812 385
739 235 920
408 539 494
293 189 924
26 24 695
124 20 801
110 291 429
769 231 729
468 358 719
809 745 374
24 768 95
132 803 610
413 53 622
386 614 909
742 191 71
470 122 801
196 94 428
296 743 983
227 371 778
98 463 377
724 245 110
327 191 557
771 803 345
119 129 797
412 619 971
753 686 48
55 518 357
505 654 934
177 608 380
165 278 70
288 313 466
111 106 446
9 154 729
651 339 225
40 7 832
770 520 424
399 458 245
501 425 740
67 440 511
460 155 611
185 620 687
30 286 365
355 548 132
735 673 806
34 729 666
744 480 734
329 34 998
116 776 819
340 410 904
339 248 650
455 402 782
17 480 468
491 748 248
432 701 280
428 623 161
762 496 383
244 646 601
234 689 547
492 351 769
406 410 629
59 345 130
814 90 467
248 139 701
358 14 527
106 236 322
355 205 624
508 409 790
375 7 133
348 407 993
759 287 540
372 224 216
588 575 112
484 291 184
771 500 101
358 449 789
754 464 89
165 469 440
3 763 110
708 491 811
338 637 174
417 666 856
465 519 895
3 442 67
447 120 304
220 194 972
548 204 984
811 192 30
641 795 338
419 555 96
802 456 149
500 730 542
715 110 268
539 171 528
654 624 231
312 1 973
547 34 585
98 653 368
435 252 60
435 718 66
600 161 563
468 568 314
344 304 631
5 259 476
682 224 300
259 655 455
309 1 450
294 745 204
330 61 863
315 783 777
205 746 279
564 514 212
780 790 886
493 461 487
480 171 76
570 264 529
224 592 171
191 147 370
38 147 880
431 85 718
485 682 874
711 476 923
440 418 481
581 627 500
106 294 659
731 713 953
359 504 572
611 290 820
229 161 801
693 293 294
441 217 975
52 521 904
743 336 798
684 181 511
541 196 54
817 20 630
724 592 778
818 392 491
83 180 952
561 275 292
397 565 673
710 315 598
815 297 176
457 596 456
507 85 465
400 162 182
14 74 423
68 461 991
353 161 921
634 115 727
585 418 249
522 660 79
581 621 810
703 160 297
66 1 87
8 498 305
13 308 461
401 758 594
420 169 802
353 36 582
632 489 429
495 534 993
227 202 880
546 285 627
346 228 494
732 261 68
424 130 122
380 264 992
574 659 996
794 735 817
756 333 565
373 347 592
614 586 71
656 369 87
328 9 206
743 713 907
511 561 298
661 518 910
223 504 393
740 541 372
746 547 999
164 595 416
605 817 562
263 813 82
382 297 992
135 684 843
496 116 921
455 698 867
30 453 847
661 754 795
737 191 526
375 223 858
49 291 341
264 43 586
124 358 842
211 151 170
315 108 818
726 370 236
140 107 161
715 490 379
575 86 617
29 399 669
91 526 831
477 461 454
789 544 915
335 216 528
497 647 964
370 189 906
425 166 176
570 17 269
56 681 929
264 415 989
665 745 419
535 2 630
690 383 70
197 473 345
257 99 87
324 185 896
266 705 807
194 95 317
615 160 782
625 717 70
659 130 104
535 578 495
565 240 718
685 320 981
787 132 477
746 393 361
345 406 202
236 411 595
458 151 785
166 36 930
747 792 964
16 177 410
697 114 849
774 258 790
360 465 83
666 805 292
355 1 292
672 501 453
80 599 926
277 696 171
715 304 683
714 235 231
415 797 822
342 245 801
46 706 475
128 386 123
644 287 381
588 379 282
76 87 992
811 600 788
277 386 3
316 377 238
723 378 491
311 3 224
581 310 384
351 751 462
525 486 541
482 738 650
316 786 987
183 394 799
539 635 833
623 28 156
146 187 199
582 257 658
424 289 555
248 746 59
658 98 88
373 25 942
684 346 138
375 191 225
554 20 134
412 87 921
278 645 70
727 11 869
590 670 456
346 81 665
23 690 938
580 66 704
346 606 870
288 726 290
675 501 654
605 197 507
669 801 900
185 580 3
602 742 885
150 377 682
526 483 125
178 165 472
442 97 959
112 107 908
728 255 68
379 337 833
450 318 1
584 581 753
807 16 198
238 587 743
513 721 711
578 776 65
37 490 959
232 248 184
386 95 217
713 664 861
77 746 890
231 348 556
564 19 517
67 772 315
593 751 327
301 730 948
522 178 708
269 797 212
450 59 825
350 741 927
179 276 651
805 606 540
364 83 293
263 250 19
88 631 743
231 260 240
150 404 528
372 296 75
596 738 943
510 92 332
335 783 207
207 136 71
290 263 728
14 772 41
74 557 907
160 801 67
801 137 983
4 666 489
306 581 833
552 633 769
451 606 238
315 677 471
522 147 718
583 28 719
627 330 801
420 297 396
294 797 636
703 250 159
802 817 33
597 480 669
223 379 739
705 466 401
488 43 130
661 24 536
803 402 937
205 345 383
78 220 403
388 133 59
169 528 863
6 170 559
809 770 391
30 160 799
652 313 833
259 74 167
252 118 786
272 573 820
190 395 845
799 5 140
33 478 678
658 754 194
314 431 776
214 729 906
246 58 18
110 616 701
445 447 621
516 81 765
320 536 799
68 678 694
668 205 21
48 299 414
813 148 137
368 644 150
664 45 808
561 255 948
297 720 140
80 448 242
771 44 257
253 594 712
491 86 303
523 133 595
286 556 148
490 523 28
745 702 322
442 809 704
758 192 399
690 235 897
296 782 21
640 799 557
439 241 41
266 115 612
180 636 683
236 699 319
561 510 890
475 99 874
29 73 52
424 459 722
496 746 540
248 350 221
539 687 425
89 375 256
700 305 193
439 451 29
192 145 866
667 175 206
596 620 725
247 254 485
230 108 582
385 463 705
434 181 211
493 603 563
330 177 883
664 729 201
690 785 935
643 349 228
713 542 549
254 704 603
500 345 349
577 87 513
721 202 782
307 656 134
654 477 357
206 315 778
788 6 680
611 394 429
451 229 93
482 789 393
647 291 887
189 295 289
728 21 489
737 340 522
364 760 289
749 670 473
331 799 269
639 738 946
682 227 987
161 478 401
810 594 112
37 451 629
636 497 705
382 787 674
638 295 365
42 382 977
465 378 631
167 533 500
46 696 803
280 7 313
42 32 35
163 314 280
582 312 270
419 675 248
465 76 203
537 430 56
377 678 627
408 663 8
433 126 136
609 632 680
522 645 173
382 804 867
457 445 352
161 671 925
623 107 17
601 180 965
532 749 912
499 38 603
229 61 11
791 431 561
711 474 889
422 298 88
26 342 627
221 64 516
73 704 755
747 794 941
324 183 511
619 164 510
34 307 428
103 470 996
414 178 436
718 753 250
642 307 583
6 531 379
247 641 795
502 190 3
115 296 313
417 219 368
726 559 361
53 571 575
592 376 874
464 309 834
330 339 120
590 12 653
373 399 535
63 598 188
22 504 512
475 567 189
434 533 292
569 372 659
166 721 214
735 607 200
665 351 207
145 621 695
370 711 731
243 687 535
147 151 476
394 508 158
454 539 723
52 307 418
95 640 799
36 651 178
211 283 986
491 223 872
88 559 277
674 497 841
108 561 866
548 411 107
651 251 221
279 92 657
75 77 736
426 19 313
602 345 974
740 511 219
798 606 221
766 248 882
261 249 287
103 646 499
