17
832 1742
749 396 965
97 796 56
292 774 961
395 508 480
638 267 119
779 704 982
681 204 468
628 602 828
106 145 809
318 216 93
765 69 898
782 353 110
775 74 231
404 425 44
13 366 213
126 112 82
644 51 716
193 603 311
304 526 433
516 262 82
649 62 733
528 79 955
535 532 726
93 788 848
605 256 481
162 79 601
496 828 147
73 577 79
704 772 651
68 683 304
638 443 571
390 715 634
340 189 107
94 442 806
815 600 202
55 247 572
186 453 288
341 735 304
39 244 928
326 645 712
266 104 655
345 78 852
71 230 856
290 262 427
166 733 130
713 230 15
459 739 683
107 204 724
647 355 362
281 159 369
514 240 187
365 317 486
237 84 526
715 36 167
390 799 229
423 43 115
66 315 649
602 737 77
204 477 231
247 448 697
101 557 591
284 588 726
462 784 12
611 523 20
823 149 524
562 814 15
439 473 384
567 229 351
184 198 2
475 216 884
396 393 998
721 469 932
530 172 550
120 575 955
356 576 71
755 574 105
317 521 347
260 527 752
349 553 797
612 526 740
514 725 421
768 675 860
116 580 232
791 139 992
776 294 255
57 136 119
296 331 78
684 585 429
402 498 165
518 676 38
405 478 17
518 778 490
482 415 424
686 476 900
265 707 99
644 724 334
351 521 516
265 123 913
617 65 20
328 315 556
419 87 117
790 232 208
745 65 462
476 635 5
193 523 775
484 60 922
635 460 445
119 78 517
621 388 247
119 670 457
610 91 818
450 94 251
82 375 536
55 389 420
366 89 530
720 560 266
355 739 650
338 123 993
723 386 401
613 529 420
219 122 885
594 684 192
226 5 482
286 153 885
351 281 6
458 25 423
213 401 853
457 813 842
359 702 423
339 416 38
457 257 21
113 539 965
180 168 669
184 788 552
215 412 2
242 782 329
10 501 609
223 454 72
800 171 61
645 173 911
120 480 222
787 300 99
666 470 457
528 832 373
159 590 483
588 520 308
431 746 828
425 143 968
240 339 951
326 277 385
564 149 214
224 507 607
484 407 128
665 293 112
130 823 489
606 670 985
620 24 681
775 660 295
29 198 863
43 105 592
577 809 215
801 626 405
322 754 105
613 100 178
470 459 760
76 460 320
415 284 270
16 285 93
630 151 838
733 231 497
700 804 743
325 212 14
416 276 244
257 201 675
589 746 228
767 488 827
296 173 41
175 416 411
748 623 713
535 216 70
767 655 106
293 71 791
451 253 324
750 785 875
281 722 960
732 447 790
195 640 873
828 736 974
541 821 816
537 65 619
579 432 192
383 465 961
687 454 856
433 534 993
553 461 947
829 30 708
653 383 763
702 599 722
779 244 488
377 667 12
407 713 138
419 704 414
604 802 286
80 38 215
132 656 168
551 123 978
29 467 997
311 731 950
101 616 639
619 717 181
446 293 198
273 361 676
685 634 502
90 377 786
389 208 467
190 28 741
693 635 196
219 143 286
110 480 694
165 41 248
219 73 675
407 232 175
145 86 814
674 467 572
826 56 138
278 26 147
163 585 221
647 537 928
778 660 315
333 338 87
411 165 697
51 291 893
357 404 648
82 825 634
44 133 369
590 67 641
64 479 238
80 829 139
531 487 568
556 141 4
168 417 187
19 164 454
256 576 478
310 464 314
484 372 558
776 786 542
782 194 146
823 760 605
457 462 384
81 457 584
758 79 814
626 61 63
695 269 88
472 690 306
585 577 743
712 724 266
629 193 630
490 225 793
225 398 441
415 330 103
663 31 121
522 255 286
138 502 978
662 483 70
343 224 560
119 97 233
129 82 658
142 271 825
106 355 523
96 129 606
398 164 225
715 596 752
231 287 533
633 769 976
371 578 404
267 21 134
644 9 53
811 324 125
138 652 95
109 20 958
714 270 205
658 433 575
642 619 301
169 714 54
152 592 543
658 82 735
96 319 703
681 211 840
319 821 592
28 373 901
611 558 340
578 442 424
47 581 466
713 432 684
674 686 844
280 265 149
359 805 994
328 215 874
680 565 359
152 613 712
620 324 799
424 722 236
105 84 642
361 139 945
284 208 900
210 701 482
780 203 954
140 574 491
507 803 326
761 757 716
406 258 408
826 563 793
486 697 654
451 734 914
647 481 314
11 127 398
143 527 622
245 494 907
625 66 553
525 211 884
68 205 835
43 186 346
539 328 800
331 423 360
468 286 165
409 719 152
96 281 529
253 706 298
606 25 119
140 100 713
203 439 920
235 47 817
419 155 561
363 704 317
609 101 369
703 131 648
343 518 417
215 43 130
622 573 82
63 729 570
783 96 379
827 731 917
681 2 482
289 751 237
757 591 454
610 454 287
792 147 84
632 260 590
247 829 86
609 183 828
580 48 829
291 471 607
662 33 124
63 20 78
227 251 309
809 130 337
381 758 518
495 39 240
67 357 617
796 664 190
775 21 168
531 228 386
302 247 275
2 576 908
30 380 498
721 124 998
478 16 406
62 79 658
419 30 562
486 683 283
515 404 575
614 389 727
732 129 329
792 555 51
114 242 449
78 474 899
528 292 688
758 341 388
152 180 300
11 215 745
113 633 179
440 38 101
37 771 79
144 617 840
690 648 193
665 604 295
175 647 689
760 780 917
594 190 727
447 130 4
480 229 575
521 303 666
492 594 235
636 266 568
518 40 677
275 662 402
678 674 101
307 367 226
419 330 459
25 283 243
157 348 965
258 597 553
55 478 57
562 508 486
626 426 31
785 807 696
265 400 592
680 471 346
156 316 488
463 277 391
19 656 295
244 286 828
644 767 214
415 192 162
65 794 685
254 685 537
765 13 126
437 578 681
5 378 686
95 801 883
613 110 626
142 675 925
479 819 205
347 63 775
549 373 747
382 669 51
658 621 38
292 146 920
815 469 205
267 115 339
199 148 546
795 113 592
285 815 65
815 451 368
688 829 231
796 602 714
277 328 679
286 236 192
740 483 962
194 399 368
70 376 20
291 436 648
63 18 727
3 239 949
206 150 392
543 369 788
521 72 564
451 521 203
455 349 619
110 702 497
427 682 286
606 603 473
768 678 507
625 94 585
606 628 990
284 82 216
750 694 111
585 361 499
674 211 422
458 510 293
628 430 333
404 826 346
105 826 82
624 829 364
819 45 440
173 151 6
821 795 253
671 279 917
476 335 681
697 294 532
124 497 411
329 160 620
328 573 854
167 500 45
690 279 400
519 782 884
381 698 877
349 282 331
155 18 545
3 36 735
320 58 513
758 247 571
422 222 310
101 757 699
576 716 491
75 304 631
127 247 406
196 281 489
72 744 491
251 18 814
156 260 663
480 276 782
403 350 701
140 264 297
315 446 62
151 435 994
27 541 202
654 226 2
429 678 104
592 399 890
654 725 503
86 320 193
135 169 396
65 717 886
206 617 254
43 458 821
5 679 537
263 273 870
545 347 208
568 754 493
614 550 794
471 47 696
825 40 191
434 211 64
766 15 117
495 164 84
625 806 422
162 766 606
109 217 30
401 364 863
363 391 874
642 603 638
727 619 723
56 286 736
97 723 885
289 307 941
828 3 624
376 271 451
435 459 169
217 111 88
69 538 956
518 817 127
195 785 357
744 535 936
672 318 241
380 76 844
596 25 854
737 392 493
231 135 58
674 136 717
771 620 330
200 578 394
201 327 236
485 290 243
309 822 636
427 377 878
626 232 388
538 431 787
372 279 955
526 72 899
339 217 408
730 471 507
642 253 629
640 777 483
116 692 468
438 445 377
716 332 234
197 606 521
427 782 880
386 322 901
329 111 813
269 357 473
406 359 27
294 521 380
139 296 917
321 792 993
488 285 493
374 415 987
86 540 929
592 185 935
342 10 156
27 407 821
776 594 531
5 602 287
307 405 824
299 753 89
422 714 94
749 385 327
90 163 917
716 80 418
333 698 696
545 218 182
64 676 118
1 569 485
543 292 235
561 394 252
372 126 711
233 439 399
591 33 747
656 702 776
48 357 238
24 658 600
26 770 707
633 484 985
762 559 163
15 283 999
635 128 505
615 391 486
186 255 714
528 335 366
270 350 989
433 56 974
693 144 62
510 474 970
48 32 197
465 534 685
368 339 818
323 68 438
435 620 794
519 472 352
774 125 678
69 33 34
497 265 894
387 126 563
801 237 871
76 538 127
306 753 642
453 156 290
229 378 456
66 475 294
660 259 975
799 414 121
452 661 793
731 463 155
777 797 28
364 728 234
386 746 323
380 117 801
582 315 775
660 148 437
318 747 624
155 626 393
261 16 969
69 678 658
752 435 255
516 781 454
744 379 566
768 141 125
405 812 354
732 550 162
704 242 572
32 471 489
606 676 219
637 517 437
75 148 52
27 648 589
72 155 262
570 626 598
26 801 812
315 145 689
24 770 665
301 479 422
550 400 46
207 297 798
536 374 636
775 57 547
451 569 927
821 820 802
477 471 80
388 440 531
300 67 762
796 512 185
503 766 562
368 325 466
574 751 57
537 558 624
563 299 113
217 531 393
54 794 524
271 307 420
361 439 997
63 271 79
657 736 513
216 105 833
423 614 430
123 355 962
794 85 112
422 236 956
498 788 393
227 591 257
386 217 791
54 666 576
77 192 565
67 494 235
99 355 957
51 22 574
360 451 269
283 96 574
29 156 891
482 753 795
753 458 26
549 49 739
422 825 10
583 502 398
300 295 38
379 411 204
727 744 847
301 32 43
313 525 769
404 780 964
383 398 421
723 242 698
256 377 715
513 267 493
144 605 951
439 317 293
294 472 444
20 357 797
374 587 880
411 417 715
567 745 185
358 706 254
180 202 227
550 283 267
813 97 141
557 828 234
185 83 688
519 124 178
207 259 165
414 31 315
250 491 290
549 357 596
410 528 870
686 363 841
664 717 372
662 814 324
611 192 549
776 121 434
609 228 25
86 93 56
336 344 181
546 201 864
385 736 838
672 69 463
608 590 607
744 581 463
157 517 606
585 15 574
742 824 245
286 59 344
482 669 542
341 86 947
561 3 934
456 209 328
272 265 984
404 319 741
162 739 279
145 311 109
313 727 937
582 512 905
120 450 422
224 45 199
373 308 768
757 484 949
652 271 444
179 274 289
820 229 842
171 71 443
641 280 38
778 274 531
308 194 784
632 474 378
620 309 471
89 762 292
499 366 253
406 89 330
202 718 348
744 224 895
329 751 494
19 432 321
412 771 579
529 226 316
792 354 378
603 144 952
633 651 912
9 585 941
470 531 48
336 102 688
281 733 202
34 171 856
359 637 403
162 730 930
649 793 516
600 543 507
281 489 739
831 815 722
701 115 98
129 294 619
208 252 485
600 283 498
713 223 496
480 497 591
681 360 700
461 601 770
107 72 202
196 477 620
591 806 43
814 272 397
539 91 571
705 346 333
422 220 328
469 349 939
26 227 196
118 233 300
779 694 61
15 512 407
83 495 966
803 149 196
610 479 234
55 136 159
815 682 545
674 177 853
274 661 980
809 197 7
708 251 391
367 705 532
278 369 980
576 697 667
334 741 230
252 267 53
521 655 829
437 46 949
158 535 784
448 284 578
500 209 153
141 588 73
405 420 71
502 647 860
392 401 85
296 603 208
333 443 875
460 541 717
785 711 233
105 537 332
36 486 240
779 549 111
765 157 452
823 706 898
709 23 576
15 706 53
249 171 525
632 832 944
432 479 878
761 808 501
812 301 162
256 397 280
477 246 379
682 223 284
730 271 885
455 540 579
278 308 825
341 461 94
339 558 576
203 239 493
2 623 432
54 621 792
494 150 2
740 108 191
88 590 150
194 320 201
58 549 395
193 442 981
348 74 305
563 52 526
162 760 989
725 198 237
228 132 651
414 253 43
570 254 645
785 76 728
685 284 410
192 311 945
500 816 725
576 507 268
384 541 631
542 337 934
367 629 678
614 608 78
498 329 851
795 594 784
319 430 516
295 737 831
368 598 548
237 502 87
602 214 111
668 442 48
531 638 205
228 486 663
525 313 622
206 810 267
574 181 965
804 248 814
375 122 166
536 579 19
723 556 563
360 812 320
305 173 411
830 316 533
615 163 873
822 244 406
659 447 931
513 277 505
47 260 265
739 624 874
455 668 344
403 107 175
536 523 168
152 651 723
457 645 69
574 122 160
563 186 497
756 484 220
724 806 94
37 460 460
47 244 255
803 209 135
259 242 5
775 394 990
194 110 196
310 263 592
5 508 829
160 762 475
764 168 514
667 260 835
344 818 876
166 152 226
699 106 659
347 380 508
186 60 911
698 334 617
323 818 235
169 132 236
45 415 110
543 688 908
391 379 968
261 406 997
754 674 757
109 13 526
384 622 616
192 463 84
181 428 419
685 493 81
112 437 145
367 250 21
740 145 680
679 704 241
255 275 55
790 797 287
528 30 282
549 191 63
580 717 364
51 53 825
619 36 251
746 10 270
612 440 263
725 792 837
767 721 515
266 221 252
783 355 719
322 351 583
578 273 945
457 9 160
6 313 659
89 193 644
197 524 671
447 393 898
183 550 768
361 374 683
483 56 782
236 103 583
616 541 860
292 151 421
149 692 935
6 350 588
563 149 955
612 482 14
480 120 52
25 659 778
182 806 819
405 595 216
213 800 737
746 323 869
533 491 741
133 608 709
230 30 809
461 601 643
102 29 338
158 547 809
809 460 910
101 806 805
715 394 158
729 804 38
670 7 338
212 125 552
251 86 25
672 403 246
147 12 930
379 787 106
27 590 748
291 168 185
560 402 710
22 461 850
11 161 189
94 83 976
738 733 821
127 286 393
340 712 977
201 672 195
767 610 606
50 585 27
722 831 297
619 240 159
261 318 653
585 350 660
340 653 711
46 704 719
518 419 508
379 636 294
319 287 694
533 317 929
132 811 92
753 795 47
549 70 55
636 145 528
232 110 482
355 20 850
856 1806
350 666 834
185 99 359
825 364 609
418 243 919
724 160 295
653 41 718
385 634 978
109 527 723
513 357 126
494 458 968
623 294 836
831 590 170
584 398 446
652 273 164
495 525 867
444 569 207
519 397 934
124 278 537
753 75 846
131 682 21
79 512 917
717 284 537
665 838 944
665 302 583
185 306 38
180 345 64
424 47 383
101 759 615
768 730 44
346 362 306
124 36 896
478 719 706
811 109 983
290 842 639
504 583 917
672 636 107
740 152 24
608 486 720
62 680 416
49 699 389
788 830 93
807 548 246
354 404 54
516 482 178
342 191 645
291 839 100
446 468 147
264 679 65
298 80 473
850 546 53
816 393 661
149 548 721
761 143 458
552 19 662
130 122 216
325 335 949
170 406 742
820 35 952
834 315 503
224 229 531
86 389 719
241 49 998
844 760 94
798 135 319
535 565 27
570 777 486
298 53 477
3 44 721
69 492 589
238 126 551
123 778 744
463 165 985
135 56 387
130 103 171
257 378 842
112 410 168
143 186 286
697 498 135
284 215 486
660 762 256
239 775 373
176 549 510
472 212 389
841 279 686
423 622 155
428 55 566
320 764 747
613 532 845
835 625 601
260 391 912
707 294 646
707 275 254
787 116 921
22 11 933
735 671 752
381 147 922
153 455 882
153 618 865
393 480 594
716 312 340
173 732 999
96 493 855
528 24 944
602 184 251
263 221 706
820 483 740
91 743 19
545 488 115
801 790 291
347 784 355
59 715 324
261 727 903
274 176 944
528 765 17
578 543 508
98 108 297
86 264 217
126 571 300
72 831 405
318 332 861
219 573 719
456 636 930
755 177 462
797 12 58
511 578 360
623 318 43
761 690 413
797 567 183
466 365 933
204 717 127
487 808 703
810 789 27
851 845 12
71 821 562
266 716 757
267 503 37
152 649 55
328 363 567
535 844 471
582 67 395
749 148 641
540 373 122
823 359 242
81 284 998
150 805 857
710 277 278
341 247 82
175 798 618
828 848 732
524 109 244
414 452 150
614 608 291
221 769 969
47 242 452
219 501 786
551 43 11
839 215 903
385 798 263
830 150 448
378 499 322
467 103 422
222 124 118
615 568 24
65 588 437
562 407 898
209 547 984
415 594 763
520 826 760
231 687 899
708 333 11
260 560 57
788 31 18
850 790 654
325 242 708
714 144 822
98 39 783
561 485 707
83 20 494
115 323 215
761 69 168
560 547 420
421 260 754
754 698 175
432 220 576
50 365 908
557 308 870
852 364 93
472 701 532
31 76 163
452 199 92
470 110 102
566 223 12
68 587 408
146 226 47
588 584 120
184 575 903
560 409 167
671 771 921
110 630 571
587 165 854
8 427 784
222 300 635
445 783 43
215 314 410
655 727 754
279 83 573
104 569 870
640 567 77
134 431 128
236 754 184
54 205 938
456 154 531
590 813 323
688 703 547
323 794 982
632 408 132
723 314 542
542 536 848
407 795 751
698 825 310
89 398 339
496 440 210
467 498 763
660 184 710
359 799 419
818 293 797
560 399 638
476 691 339
701 415 390
478 201 813
780 652 723
203 695 748
634 854 681
400 535 595
59 66 574
454 161 888
236 146 404
242 66 599
680 88 733
25 836 985
17 265 460
472 239 197
653 306 412
666 364 188
348 109 954
171 834 869
137 308 738
140 504 674
558 330 260
85 616 216
46 538 403
691 301 505
550 793 136
547 252 237
802 823 123
630 769 645
595 749 378
813 230 320
30 151 994
549 654 677
157 197 119
713 224 529
609 152 3
453 142 668
516 782 720
602 248 878
846 325 818
545 300 164
804 793 693
150 73 774
574 347 115
827 339 628
301 65 829
464 454 74
649 91 27
3 36 999
454 2 310
34 254 128
511 775 218
616 328 354
78 374 799
523 57 695
84 295 413
663 387 91
707 223 708
494 25 976
215 475 862
802 789 629
158 316 624
483 677 280
77 222 514
232 767 141
769 55 512
105 247 138
309 768 675
452 797 969
463 163 408
70 762 527
849 702 506
221 259 807
88 614 518
364 644 479
90 583 727
24 401 926
670 320 717
122 79 752
241 262 520
259 623 185
715 508 289
318 206 648
529 188 242
7 412 945
650 414 381
567 574 451
598 201 998
403 383 646
279 206 512
474 247 103
559 418 513
152 661 97
161 246 255
656 485 935
820 268 891
594 260 607
162 26 163
19 354 577
277 288 430
123 16 423
519 111 327
131 161 116
649 45 989
229 713 531
624 40 881
217 712 194
196 648 608
855 649 998
213 710 865
470 769 759
418 409 527
392 693 81
747 545 154
489 588 731
59 619 267
225 580 502
643 577 361
621 341 796
221 523 192
517 287 451
87 15 979
497 486 860
437 746 585
360 784 771
523 837 248
659 817 292
150 41 229
367 377 302
348 738 833
120 691 401
698 711 666
294 844 451
144 786 585
509 653 143
778 784 182
315 26 472
770 466 867
645 92 460
106 155 302
418 338 658
621 815 760
788 479 553
531 191 219
795 439 470
381 304 704
816 129 148
54 202 158
207 96 602
290 567 784
673 127 30
690 337 178
176 782 449
328 442 243
530 357 687
612 523 58
714 616 669
646 109 642
470 686 356
268 830 560
395 407 50
83 81 427
486 628 520
432 720 872
816 120 907
563 693 600
721 175 807
837 543 898
633 517 119
657 197 869
734 775 722
575 204 534
269 52 832
469 619 260
84 808 845
331 129 3
44 827 178
454 829 476
361 255 697
542 84 683
170 459 480
13 284 201
477 105 92
700 557 277
65 138 905
55 371 883
534 154 730
655 498 222
359 230 652
313 453 668
761 812 734
504 811 205
295 698 969
480 785 248
237 603 852
452 83 42
95 435 918
598 417 407
22 784 774
106 721 848
287 27 799
448 805 588
491 688 639
238 208 777
188 224 262
801 839 466
804 474 285
738 2 780
433 7 522
202 645 762
207 310 342
674 151 237
295 721 522
450 140 985
618 696 944
826 673 959
15 848 676
84 511 416
439 133 783
122 444 921
53 265 634
61 440 162
252 265 949
495 612 712
668 450 950
613 849 140
809 670 123
274 831 508
527 557 468
43 380 302
669 767 233
517 263 379
399 19 32
407 247 949
800 655 988
75 629 381
583 307 520
604 802 685
790 146 226
332 72 831
320 348 571
493 635 401
802 133 697
483 97 44
633 542 27
331 830 587
777 444 885
761 232 722
397 747 373
344 672 501
145 600 146
187 377 908
759 761 356
799 633 151
607 197 518
343 777 187
206 591 483
137 839 52
722 303 997
776 355 552
168 612 379
245 366 446
845 436 903
155 786 205
726 535 441
235 840 712
158 516 890
101 173 905
525 238 740
584 275 504
73 360 786
703 239 710
682 421 955
268 492 919
573 535 945
483 121 243
414 548 242
170 310 78
414 453 897
833 124 709
780 343 75
136 644 597
757 733 524
380 732 312
814 5 392
325 329 887
129 149 630
184 47 446
433 842 996
349 438 244
195 604 207
696 742 543
856 680 899
838 213 999
247 249 889
796 647 396
500 609 528
629 666 76
660 524 867
640 750 442
19 249 321
558 108 248
30 233 95
82 684 205
674 305 248
695 205 504
58 358 878
627 429 133
93 151 943
749 713 805
664 459 678
408 231 856
339 321 137
184 740 739
459 839 215
129 783 652
493 746 873
848 38 586
73 502 967
61 94 635
800 88 166
121 666 664
431 279 877
266 317 460
338 657 87
87 677 324
541 43 978
732 319 598
54 389 213
423 321 885
687 444 660
100 792 407
669 670 575
697 546 788
454 792 319
848 207 323
312 97 972
668 526 335
306 777 413
311 97 861
786 327 988
104 208 996
757 216 859
745 735 882
269 518 411
775 238 906
4 629 891
58 224 823
192 49 541
583 651 742
239 277 974
556 760 44
570 762 861
305 140 555
19 794 433
39 727 633
692 113 526
394 56 284
396 674 694
192 211 973
314 239 443
