19
850 955
321 296 500
58 808 -928
210 264 -882
591 309 793
430 227 343
711 593 328
444 500 984
233 434 -401
700 669 -586
748 642 176
191 812 -993
566 647 -270
383 240 -527
261 443 232
546 667 238
357 247 -626
175 187 -331
318 794 -531
450 634 -23
240 471 757
279 63 -373
432 319 399
425 428 -258
698 570 -628
799 622 -810
534 37 -366
581 75 146
692 146 -321
656 188 -318
241 271 -495
129 306 129
322 727 319
504 170 -777
476 589 67
229 672 920
754 454 -949
520 191 259
169 174 -946
842 564 310
213 474 93
678 775 -873
381 37 697
730 842 392
104 21 332
31 110 837
749 776 -370
827 557 775
775 725 174
688 454 -77
206 691 -29
347 232 289
10 459 -444
168 362 694
495 470 -455
26 466 -15
579 798 -193
808 651 -789
14 830 -141
79 557 664
114 33 744
404 560 -128
65 25 38
644 24 -146
693 568 898
672 204 745
311 335 503
270 767 612
187 533 156
162 573 177
311 288 -778
505 361 -968
745 47 813
107 209 -758
737 693 431
322 557 -725
144 17 -300
729 245 354
36 401 677
401 168 10
433 691 68
364 173 -234
24 140 438
209 301 94
645 28 -376
667 784 673
849 432 592
337 736 -949
799 543 -703
562 814 569
670 225 -64
129 572 696
443 149 -34
194 536 -734
446 18 -830
230 130 910
480 596 814
538 374 -989
426 105 -522
309 26 -859
157 363 -983
382 286 -487
621 419 -110
496 389 247
359 167 -292
42 669 25
585 453 671
31 752 -923
572 225 -718
145 681 773
478 201 -424
398 247 206
762 449 -618
498 786 -299
91 193 -526
647 611 670
524 604 -827
254 149 -739
333 763 -175
602 447 17
168 780 -101
713 326 881
86 424 861
329 835 -132
716 372 -51
217 356 -633
195 774 -626
47 561 188
727 444 -531
31 593 -13
1 80 413
833 639 82
647 419 -967
819 341 -892
36 572 -631
165 821 370
736 463 448
257 120 274
476 483 920
184 818 883
369 592 -45
622 11 152
648 574 978
773 105 -25
771 831 207
270 351 279
29 196 -463
674 525 395
248 279 -799
279 407 215
764 609 -400
141 749 -691
680 540 129
486 696 151
639 455 777
75 721 -524
344 240 -961
637 600 514
783 493 741
600 812 274
407 232 -556
130 514 -747
245 389 -620
810 683 -97
12 126 -709
488 810 165
202 673 553
804 221 -80
464 598 200
650 206 -977
97 260 919
536 254 365
401 685 75
125 678 733
600 57 969
637 486 -989
453 434 416
379 790 -315
303 799 -135
594 540 -785
114 371 998
417 574 552
324 549 -352
540 432 366
711 335 914
667 352 -14
609 430 698
168 433 416
208 365 -511
564 84 -657
307 793 960
723 154 -172
254 643 876
250 136 926
639 594 44
220 179 319
682 516 -55
102 2 -719
470 647 -537
477 527 733
728 360 -73
321 353 686
546 707 -135
563 668 358
651 204 -838
625 720 782
155 716 109
193 426 924
698 360 -216
178 534 -581
176 547 169
754 97 -268
292 303 -5
646 459 72
797 13 -793
360 727 150
146 246 -768
632 576 -447
588 369 -519
456 668 999
831 190 -279
408 41 -334
437 810 -92
610 238 242
554 60 524
522 784 389
70 183 -29
283 26 659
63 674 -711
473 256 -28
114 311 963
824 833 -873
160 566 305
112 357 358
647 9 293
559 39 620
506 157 62
563 772 -159
633 575 265
412 293 -310
154 341 -420
607 195 966
447 568 -230
535 127 -215
284 357 76
107 241 -127
666 100 355
593 199 -827
678 29 188
451 630 -777
92 141 -897
549 386 -849
381 531 -926
688 218 744
476 716 -619
691 271 44
327 745 629
669 270 -565
800 544 357
53 683 56
35 290 -500
164 206 90
794 159 -747
153 640 714
498 52 -165
208 395 837
207 123 -735
379 599 -92
447 203 -393
645 612 -972
723 378 -530
754 203 -33
374 462 -63
374 450 446
821 306 147
126 748 -701
589 564 834
212 586 854
932 932
393 215 579
285 317 -90
276 412 -327
252 774 405
27 850 817
393 811 -714
362 755 75
913 580 -637
142 501 -716
657 842 937
643 826 486
814 506 537
497 638 -404
782 557 945
28 31 -846
136 791 753
487 724 742
402 251 -136
241 350 637
882 267 -142
186 608 -111
757 840 -507
503 760 749
487 288 -535
716 174 880
3 612 -594
220 267 696
837 830 -992
61 527 546
918 737 400
526 293 -381
714 266 -696
561 534 548
750 290 807
297 690 61
341 931 -557
356 752 964
219 583 635
575 465 462
45 537 -95
491 576 -29
543 686 731
446 776 -282
543 895 -967
544 366 -690
396 101 -959
567 100 -119
906 568 503
668 340 904
871 90 578
448 850 428
171 634 341
211 346 96
261 788 -354
865 10 352
230 69 -943
480 913 798
68 513 969
148 391 453
549 201 -728
113 14 -100
814 659 -357
662 224 -860
896 581 8
839 427 -722
253 580 520
848 339 298
845 168 -365
127 822 -271
354 348 -5
829 446 228
816 857 -636
924 26 663
482 685 -741
411 876 -669
2 16 401
397 434 -529
574 543 -604
480 137 -682
838 816 -412
781 108 118
382 706 925
770 350 -218
921 294 775
325 824 -504
608 19 -409
154 764 -947
863 847 -732
606 432 760
203 98 701
353 557 -972
428 290 757
408 5 -497
716 73 -378
779 421 -20
374 761 508
481 615 -936
730 705 -468
914 310 806
40 909 979
115 97 898
263 180 387
217 364 -713
628 622 -542
119 475 -64
925 352 -192
551 647 -573
849 455 -406
497 93 -710
453 477 -33
451 631 168
497 508 67
177 674 266
706 569 -714
599 251 809
273 307 -447
715 433 735
174 581 827
514 795 -609
608 403 -701
237 879 -490
728 615 -918
906 717 953
633 928 184
853 197 30
53 532 -170
135 734 825
82 17 -660
820 822 -751
614 750 527
547 179 -174
169 36 -391
918 254 565
210 35 897
170 462 -445
178 36 859
821 522 779
9 631 -547
436 577 113
655 891 -719
79 807 928
458 670 86
915 626 26
235 723 -110
390 16 649
108 391 574
623 101 196
329 147 -714
628 837 256
902 77 417
366 898 -550
522 192 95
442 352 292
858 771 235
800 728 837
642 179 -735
349 841 -143
499 211 662
128 904 705
563 890 896
259 101 -709
595 577 820
354 422 -210
681 874 764
878 483 709
748 147 -436
662 915 920
167 440 -365
533 92 575
273 857 151
495 695 834
103 336 -232
585 393 187
304 802 -990
701 753 -646
651 798 -318
284 451 -812
177 43 -834
372 601 -918
223 754 -470
202 386 128
838 300 -807
893 914 339
831 437 -446
93 501 428
280 831 117
731 820 -829
818 726 190
699 210 778
398 224 206
789 203 -34
12 393 -392
442 596 -139
923 880 -223
713 737 302
201 15 -234
639 202 603
815 715 740
693 236 -246
533 378 -209
711 888 261
643 633 479
92 528 177
25 88 241
754 330 355
505 128 178
884 199 503
792 320 243
467 872 18
757 334 -551
45 376 622
290 768 827
331 242 -153
668 281 399
191 72 750
10 367 326
717 845 -641
424 41 -991
190 584 581
34 209 45
352 628 -774
289 131 679
542 776 941
759 582 -553
624 253 628
922 150 945
226 497 210
184 867 184
221 520 -82
625 212 -207
785 402 522
830 922 -950
658 900 549
84 289 70
173 90 -540
854 122 184
6 292 -905
861 132 -244
296 292 -850
862 183 -439
703 594 -828
118 928 -370
551 598 -314
590 843 -21
353 859 21
136 514 -331
330 878 -84
710 870 -791
864 798 774
286 366 273
683 107 784
392 232 785
473 383 278
508 506 -500
761 624 -523
98 779 -719
172 152 -928
405 480 -594
311 336 -765
550 277 149
36 826 831
757 910 -543
288 152 111
174 616 -578
37 591 857
388 76 -501
695 905 -176
8 343 652
810 255 -759
542 111 -404
480 785 -180
244 32 -984
369 420 -300
308 68 -232
600 415 -736
502 16 -451
222 666 729
112 601 -600
633 684 817
791 861 -670
295 778 -74
231 244 -577
465 143 29
480 739 175
618 698 -40
12 587 444
37 737 360
532 215 742
469 491 246
850 484 574
802 493 -228
584 91 -909
140 452 -314
425 746 706
58 588 -991
770 99 551
402 759 549
407 629 -717
473 536 -664
25 442 822
551 323 -488
804 713 -845
344 2 -25
676 873 625
30 645 372
326 926 51
285 652 417
277 897 -993
223 730 454
392 572 20
571 537 983
527 755 7
671 531 119
930 778 771
436 685 799
41 840 888
802 768 290
439 872 -17
420 229 -634
307 527 343
317 820 -764
80 209 50
494 440 -81
694 923 -739
828 394 -578
853 387 -861
926 452 -97
789 743 -621
129 822 -575
755 572 -617
208 624 -98
439 371 794
366 515 798
554 133 339
97 588 -388
132 405 -440
57 39 193
839 293 588
57 800 258
224 7 -615
185 582 778
773 64 906
368 235 315
707 517 505
724 600 -579
5 143 -797
165 841 342
485 189 299
255 837 -522
83 251 542
14 929 289
638 30 -925
927 10 659
892 440 119
141 203 -600
709 426 930
474 346 155
104 881 223
797 324 271
918 428 662
368 124 137
755 28 929
886 472 849
915 55 735
654 224 209
345 118 -813
235 293 -731
90 909 46
316 837 -308
41 283 -296
811 307 -476
560 364 -132
659 677 -122
565 211 698
3 120 681
536 669 -70
800 78 -936
728 60 -49
667 792 923
742 307 881
39 295 910
464 855 -624
16 607 -109
424 809 -524
576 421 239
271 861 -819
687 381 -607
663 371 -492
44 423 -19
697 58 285
908 328 498
5 275 670
847 59 912
687 550 425
367 317 -594
262 618 904
760 82 484
111 701 -684
562 863 -367
807 510 879
226 813 -816
157 149 -176
113 530 -94
854 880 159
79 881 -912
890 61 -6
539 283 -127
146 809 -131
297 709 -413
640 613 -344
604 883 -937
907 213 875
6 383 920
461 258 -497
293 66 -683
485 634 355
86 493 -631
345 470 553
206 56 -119
448 42 756
22 475 -301
725 67 -39
705 56 611
792 299 -286
924 514 -768
732 913 775
210 78 -538
60 290 62
674 73 -153
648 177 -922
779 898 -850
292 849 387
393 847 133
809 22 -413
812 126 -115
569 808 -837
698 692 960
382 792 -799
497 551 -220
692 501 856
117 818 432
572 307 -176
594 131 96
326 760 409
375 156 749
70 440 -790
338 755 910
333 545 -646
57 330 -931
22 880 99
325 135 596
430 198 -473
290 498 297
715 693 354
375 43 -187
55 726 -659
539 191 649
521 91 -748
91 363 -117
328 511 417
795 338 -313
476 190 -821
529 30 913
269 138 491
700 72 -825
615 863 -774
316 745 182
575 356 112
328 533 947
919 112 -992
712 111 -567
700 603 -548
669 242 -291
757 604 -254
96 410 673
772 212 43
878 859 730
490 331 716
66 759 -129
667 198 362
863 6 716
111 31 -730
241 849 -622
284 513 -610
448 459 -587
284 705 902
179 166 -473
297 905 -831
887 22 -907
178 564 -113
122 879 -619
138 510 -91
867 574 446
561 218 47
33 231 958
463 659 -263
634 804 16
270 239 452
917 876 -207
177 846 -570
118 128 704
103 302 197
300 760 -51
761 647 -570
7 120 370
337 272 801
175 188 350
235 158 -682
111 803 846
651 405 617
917 399 -482
236 158 998
612 349 907
521 316 568
237 51 870
235 642 254
614 166 96
213 62 -475
869 17 -342
735 567 -145
400 847 -385
201 540 456
13 869 -476
576 29 -938
875 611 -936
416 891 583
586 444 -923
335 541 -243
679 109 -313
265 111 378
436 167 -218
699 519 -458
606 9 -984
44 260 501
447 273 212
925 850 345
919 791 -406
909 165 728
620 280 -517
439 42 425
712 38 -589
254 700 -880
507 357 -526
528 549 -360
832 404 -232
430 595 670
826 38 846
598 213 694
335 556 -845
773 243 -502
2 439 655
290 612 46
529 154 284
732 810 -234
526 227 170
772 610 468
70 323 -800
755 789 85
414 206 294
555 194 142
104 95 -59
632 459 538
133 798 559
406 516 -301
125 538 -329
657 316 663
686 897 367
768 15 898
278 77 -44
430 827 -719
931 653 588
177 735 -698
355 248 -306
43 340 -783
305 780 212
192 33 -72
6 600 -286
180 478 202
781 929 359
249 739 288
141 602 -887
659 692 112
651 51 626
2 676 219
314 474 -878
219 150 194
426 746 328
531 695 147
890 57 -189
508 787 -587
675 121 -155
149 185 516
83 384 144
70 244 -493
383 161 -218
112 492 283
671 161 667
411 300 449
145 887 270
371 164 845
392 384 -360
852 774 4
689 542 -616
793 864 657
515 424 -322
264 513 -947
329 122 554
492 360 173
782 27 898
111 454 682
292 98 -253
203 882 643
758 896 478
310 827 149
176 207 -22
151 324 -325
812 636 52
876 748 886
813 112 -610
476 199 -620
362 136 305
584 134 -426
854 687 172
236 202 -733
179 522 34
892 923 141
754 874 129
249 912 741
247 758 -416
101 902 972
447 558 809
99 505 737
532 580 395
846 911 878
643 788 643
706 368 931
392 117 -226
653 217 -326
273 817 914
660 458 397
319 490 -517
649 521 -557
338 326 593
836 438 -765
233 900 367
431 373 -481
163 892 -243
708 2 235
436 181 -923
606 681 -693
303 421 -759
508 242 2
31 430 -770
577 143 -474
213 733 -619
766 311 -274
126 176 -942
140 71 -569
258 876 251
291 458 23
645 381 -853
20 151 683
580 389 -384
475 481 640
328 818 -371
298 873 671
584 722 -933
17 503 -939
843 214 -886
217 188 357
80 546 464
170 283 -701
175 41 39
810 660 32
921 283 -561
522 830 776
918 550 -947
339 703 809
638 157 -724
691 538 -157
709 863 -128
746 620 -201
96 563 -462
711 883 -851
345 543 -505
809 320 -528
297 840 -55
555 618 144
7 423 576
534 249 981
568 233 -330
670 216 45
798 910 -138
656 722 -297
467 639 629
284 198 -874
778 908 436
869 926 -555
153 542 156
761 92 91
900 105 943
277 559 -467
873 684 831
87 492 532
57 707 784
416 294 -371
61 438 -934
448 590 533
353 53 -870
618 728 632
776 1 -708
362 564 -69
870 911 563
45 347 138
822 124 -894
928 88 -461
193 157 -784
345 654 -211
925 86 178
76 401 -644
106 255 495
730 832 976
208 601 108
107 402 -697
450 347 782
525 188 -835
507 542 -18
56 697 -516
113 753 946
165 914 183
924 363 265
253 626 -100
838 861 870
754 460 147
169 130 -278
16 117 -675
121 591 -93
253 749 830
251 600 -451
632 583 644
371 660 -844
434 124 -2
343 929 293
382 700 -408
438 100 958
76 489 455
746 427 174
246 60 -585
347 380 819
158 377 -594
173 88 -603
413 259 -271
837 739 -351
926 87 618
419 216 -827
742 233 807
379 291 416
116 530 603
691 269 334
472 671 -265
312 422 -337
850 96 855
233 298 -322
197 921 -648
415 133 -541
478 331 73
666 88 758
893 908 208
739 897 230
909 883 587
532 716 -816
27 452 -510
917 823 -315
222 365 -737
368 214 2
142 735 -88
75 809 -657
356 89 950
822 670 -244
718 720 -548
127 699 -723
441 408 543
498 762 -278
558 579 -22
821 802 -36
612 821 980
734 502 570
566 140 981
891 451 -706
831 445 50
291 267 -207
261 756 -451
715 526 -416
64 418 4
789 464 -398
865 757 646
633 424 -861
806 849 -556
199 567 181
823 678 843
374 82 548
47 1 -571
300 370 -784
284 518 -702
91 578 232
90 547 199
91 537 -203
589 878 -734
255 725 -229
719 677 -221
634 853 -758
491 535 944
764 690 644
759 884 -556
308 129 858
153 831 490
891 326 -698
378 771 13
551 917 -921
366 500 778
640 2 807
780 620 982
841 845 -850
832 98 -908
477 69 -13
843 429 -169
792 182 -256
76 84 -811
717 869 37
716 929 -554
341 853 745
394 647 534
563 315 -380
799 920 984
616 681 325
3 536 -264
602 575 386
757 792 211
388 851 506
833 699 357
61 639 -480
673 478 -860
236 486 935
677 8 58
375 686 -383
725 841 727
158 896 -305
349 614 -480
98 43 434
390 848 882
145 107 829
66 543 80
552 886 -334
24 874 -985
740 430 -347
320 339 -439
303 741 -992
743 837 -235
599 545 219
515 785 504
660 108 313
103 35 -663
508 243 -721
719 393 -977
323 345 933
666 461 -86
547 569 688
335 213 -351
808 869 -335
469 390 -310
864 117 580
693 103 -592
625 735 709
144 529 117
815 498 17
694 522 563
594 555 -617
195 891 279
108 663 514
153 902 -289
329 361 -876
315 885 734
56 239 -991
609 590 356
456 640 181
670 854 580
186 814 -583
484 117 -564
927 199 -14
22 255 445
702 636 -627
44 179 177
911 848 -431
609 858 -756
802 921 796
564 422 -160
450 191 189
885 825 -742
850 638 686
626 482 448
887 841 -299
192 143 -277
383 803 -978
37 463 -738
562 375 749
915 386 -450
229 708 -333
645 914 555
796 144 38
585 288 592
158 374 -454
355 440 -401
281 774 775
829 769 777
651 60 -385
805 431 69
87 213 695
138 878 224
149 143 187
70 263 -394
164 682 604
224 121 342
91 541 78
786 854 -435
255 586 814
646 124 258
732 33 -209
560 661 153
290 436 -104
649 69 -35
99 350 970
38 603 -5
834 910
150 591 228
224 384 -120
297 447 -249
478 339 -932
588 434 -258
36 287 -756
95 410 915
39 398 -565
383 732 36
228 24 -271
442 101 947
737 299 192
41 786 278
189 459 -221
70 167 491
819 603 247
239 181 499
32 587 734
181 362 333
442 493 466
135 619 -934
338 224 224
123 284 -327
620 283 -980
26 805 933
387 338 -580
356 107 -341
67 668 -288
104 389 965
494 687 -582
613 615 957
20 485 558
323 237 61
9 255 -800
494 129 -99
815 697 752
547 819 99
109 706 742
189 347 120
830 151 352
388 219 181
806 107 -839
33 647 235
134 481 133
312 262 -757
617 97 -492
2 153 -81
340 231 -188
167 65 -533
365 504 -885
18 289 -612
601 91 -537
801 721 -404
27 38 461
147 338 -344
50 300 -202
284 682 442
678 831 818
25 231 750
675 402 582
230 220 -244
711 665 -698
401 409 381
799 673 414
358 496 34
756 542 -517
578 646 -866
318 435 354
357 616 -739
266 332 879
511 320 -734
245 458 449
721 816 -689
591 569 -33
806 552 430
470 97 709
72 298 909
825 629 798
582 692 943
803 496 921
404 653 -145
544 794 -732
790 813 -470
41 300 164
621 579 563
438 421 -47
382 74 716
219 666 -293
804 178 683
541 174 582
588 92 674
204 133 -838
727 719 369
549 719 0
806 308 499
212 288 -310
347 585 -736
106 136 -200
611 205 -134
744 716 -477
51 258 77
379 614 -760
813 85 -446
767 17 -892
797 525 -766
120 167 924
654 187 -626
107 468 97
768 639 511
181 47 391
699 119 498
35 794 -647
662 725 593
569 516 456
101 298 322
704 161 420
389 165 747
100 582 999
621 524 954
781 591 272
440 30 779
335 312 -399
419 679 -975
560 686 -612
450 546 -21
100 408 476
5 332 84
356 169 -928
714 812 -288
540 779 350
310 425 173
737 232 -508
228 323 -702
731 501 503
821 110 534
571 813 -982
488 21 938
608 748 -65
293 601 -220
136 562 -416
171 219 -114
538 615 -314
369 341 381
404 158 254
100 760 295
786 808 -593
711 599 674
156 245 -132
609 100 245
100 40 -238
471 685 84
573 557 -558
494 441 955
765 548 850
274 317 941
347 620 -767
529 321 -380
402 315 -477
702 90 249
612 198 -782
174 459 343
569 10 350
788 211 -786
334 116 -128
617 321 -797
357 390 -768
584 702 90
771 821 621
491 383 -231
56 89 -135
152 220 -648
399 408 -553
685 661 -751
523 335 -223
720 39 -334
527 705 -288
216 408 -436
123 302 -92
421 355 -429
59 263 -622
812 451 -933
817 439 385
424 58 -664
745 547 -512
463 681 425
811 201 630
300 690 947
587 77 434
596 698 -812
751 63 568
511 75 165
417 404 -431
240 530 852
150 463 176
455 748 -787
248 812 -882
788 828 398
640 483 -947
796 644 -654
664 30 -692
75 24 -56
198 575 635
309 825 -629
438 262 -465
256 328 -28
84 281 719
402 40 319
496 21 995
344 178 -144
753 749 -64
98 438 534
609 816 512
123 78 439
729 309 992
8 244 -690
674 84 907
722 12 632
442 152 -525
802 824 -560
645 541 -93
313 603 751
164 388 -416
306 256 -608
611 771 -666
380 644 530
90 235 -638
807 438 -670
150 447 422
664 446 -323
432 522 -929
223 733 -549
429 678 -415
472 39 809
328 795 -461
818 510 152
478 124 -887
563 488 -343
393 168 466
39 814 -266
509 326 -653
236 392 225
163 466 -85
637 557 481
524 742 526
712 136 -910
610 649 223
266 520 846
390 419 64
110 262 -480
546 358 379
382 243 864
794 294 -755
15 565 886
439 647 -935
710 137 -843
106 662 -182
255 658 28
494 328 964
717 782 -565
292 537 261
263 703 -543
17 759 860
796 11 -70
393 375 208
257 191 50
